title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	taxid_ch1	description	description.1	description.2	data_processing	platform_id	contact_name	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	relation.2	supplementary_file_1	supplementary_file_2
GSM1087856	12515-100mers-GM12878_100A-TopHat-1.4.1-GENCODE-V13	GSM1087856	Public on Nov 21 2013	Feb 25 2013	Dec 30 2013	SRA	1	GM12878	Homo sapiens	labexpid: 12515	cell line: GM12878	http://genome.ucsc.edu/ENCODE/protocols/cell/human/GM12878_protocol.pdf	polyA RNA	Single GM12878 cells were picked from a culture dish using a micropipet.  They were deposited into cell lysis solution (Clontech SMARTer Ultra Low RNA kit) and frozen at -80C. Amplified cDNA was then prepared following the manufacturer's protocol. The amplified cDNA was fragmented and tagged using the Nextera Illumina Genomic DNA prep kit, according to the manufacturer's protocol. The fragmented cDNA libraries were then sequenced on the Illumina HiSeq 2000 instrument.	9606				Libraries were pooled and sequenced on the Illumina HiSeq or GAIIx. Single-end reads of 100bp length were obtained (excluding the barcode sequence). Sequencing reads were demultiplexed based on barcode sequences and aligned against the male or female hg19 version of the human genome (depending on the sex of the cell line or donor) with TopHat 1.4.1 and the GENCODE V13 annotation using the --GTF option and with de novo junction discovery turned on.   Only the first read was used for the few libraries that were sequenced as paired end.	GPL11154	Diane,E,Trout	Wold	Biology	California Institute of Technology	1200 E California Blvd M/C 156-29	Pasadena	CA	91125	USA	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX245434	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01924693		ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1087nnn/GSM1087856/suppl/GSM1087856_12515-genes.fpkm_tracking.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX245/SRX245434
GSM1087857	12516-100mers-GM12878_100B-TopHat-1.4.1-GENCODE-V13	GSM1087857	Public on Nov 21 2013	Feb 25 2013	Dec 30 2013	SRA	1	GM12878	Homo sapiens	labexpid: 12516	cell line: GM12878	http://genome.ucsc.edu/ENCODE/protocols/cell/human/GM12878_protocol.pdf	polyA RNA	Single GM12878 cells were picked from a culture dish using a micropipet.  They were deposited into cell lysis solution (Clontech SMARTer Ultra Low RNA kit) and frozen at -80C. Amplified cDNA was then prepared following the manufacturer's protocol. The amplified cDNA was fragmented and tagged using the Nextera Illumina Genomic DNA prep kit, according to the manufacturer's protocol. The fragmented cDNA libraries were then sequenced on the Illumina HiSeq 2000 instrument.	9606				Libraries were pooled and sequenced on the Illumina HiSeq or GAIIx. Single-end reads of 100bp length were obtained (excluding the barcode sequence). Sequencing reads were demultiplexed based on barcode sequences and aligned against the male or female hg19 version of the human genome (depending on the sex of the cell line or donor) with TopHat 1.4.1 and the GENCODE V13 annotation using the --GTF option and with de novo junction discovery turned on.   Only the first read was used for the few libraries that were sequenced as paired end.	GPL11154	Diane,E,Trout	Wold	Biology	California Institute of Technology	1200 E California Blvd M/C 156-29	Pasadena	CA	91125	USA	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX245435	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01924694		ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1087nnn/GSM1087857/suppl/GSM1087857_12516-genes.fpkm_tracking.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX245/SRX245435
GSM1087858	12517-100mers-GM12878_30A-TopHat-1.4.1-GENCODE-V13	GSM1087858	Public on Nov 21 2013	Feb 25 2013	Dec 30 2013	SRA	1	GM12878	Homo sapiens	labexpid: 12517	cell line: GM12878	http://genome.ucsc.edu/ENCODE/protocols/cell/human/GM12878_protocol.pdf	polyA RNA	Single GM12878 cells were picked from a culture dish using a micropipet.  They were deposited into cell lysis solution (Clontech SMARTer Ultra Low RNA kit) and frozen at -80C. Amplified cDNA was then prepared following the manufacturer's protocol. The amplified cDNA was fragmented and tagged using the Nextera Illumina Genomic DNA prep kit, according to the manufacturer's protocol. The fragmented cDNA libraries were then sequenced on the Illumina HiSeq 2000 instrument.	9606				Libraries were pooled and sequenced on the Illumina HiSeq or GAIIx. Single-end reads of 100bp length were obtained (excluding the barcode sequence). Sequencing reads were demultiplexed based on barcode sequences and aligned against the male or female hg19 version of the human genome (depending on the sex of the cell line or donor) with TopHat 1.4.1 and the GENCODE V13 annotation using the --GTF option and with de novo junction discovery turned on.   Only the first read was used for the few libraries that were sequenced as paired end.	GPL11154	Diane,E,Trout	Wold	Biology	California Institute of Technology	1200 E California Blvd M/C 156-29	Pasadena	CA	91125	USA	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX245436	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01924695		ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1087nnn/GSM1087858/suppl/GSM1087858_12517-genes.fpkm_tracking.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX245/SRX245436
GSM1087859	12518-100mers-GM12878_30B-TopHat-1.4.1-GENCODE-V13	GSM1087859	Public on Nov 21 2013	Feb 25 2013	Dec 30 2013	SRA	1	GM12878	Homo sapiens	labexpid: 12518	cell line: GM12878	http://genome.ucsc.edu/ENCODE/protocols/cell/human/GM12878_protocol.pdf	polyA RNA	Single GM12878 cells were picked from a culture dish using a micropipet.  They were deposited into cell lysis solution (Clontech SMARTer Ultra Low RNA kit) and frozen at -80C. Amplified cDNA was then prepared following the manufacturer's protocol. The amplified cDNA was fragmented and tagged using the Nextera Illumina Genomic DNA prep kit, according to the manufacturer's protocol. The fragmented cDNA libraries were then sequenced on the Illumina HiSeq 2000 instrument.	9606				Libraries were pooled and sequenced on the Illumina HiSeq or GAIIx. Single-end reads of 100bp length were obtained (excluding the barcode sequence). Sequencing reads were demultiplexed based on barcode sequences and aligned against the male or female hg19 version of the human genome (depending on the sex of the cell line or donor) with TopHat 1.4.1 and the GENCODE V13 annotation using the --GTF option and with de novo junction discovery turned on.   Only the first read was used for the few libraries that were sequenced as paired end.	GPL11154	Diane,E,Trout	Wold	Biology	California Institute of Technology	1200 E California Blvd M/C 156-29	Pasadena	CA	91125	USA	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX245437	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01924696		ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1087nnn/GSM1087859/suppl/GSM1087859_12518-genes.fpkm_tracking.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX245/SRX245437
GSM1087860	12519-100mers-GM12878_10A_12-TopHat-1.4.1-GENCODE-V13	GSM1087860	Public on Nov 21 2013	Feb 25 2013	Dec 30 2013	SRA	1	GM12878	Homo sapiens	labexpid: 12519	cell line: GM12878	http://genome.ucsc.edu/ENCODE/protocols/cell/human/GM12878_protocol.pdf	polyA RNA	Single GM12878 cells were picked from a culture dish using a micropipet.  They were deposited into cell lysis solution (Clontech SMARTer Ultra Low RNA kit) and frozen at -80C. Amplified cDNA was then prepared following the manufacturer's protocol. The amplified cDNA was fragmented and tagged using the Nextera Illumina Genomic DNA prep kit, according to the manufacturer's protocol. The fragmented cDNA libraries were then sequenced on the Illumina HiSeq 2000 instrument.	9606				Libraries were pooled and sequenced on the Illumina HiSeq or GAIIx. Single-end reads of 100bp length were obtained (excluding the barcode sequence). Sequencing reads were demultiplexed based on barcode sequences and aligned against the male or female hg19 version of the human genome (depending on the sex of the cell line or donor) with TopHat 1.4.1 and the GENCODE V13 annotation using the --GTF option and with de novo junction discovery turned on.   Only the first read was used for the few libraries that were sequenced as paired end.	GPL11154	Diane,E,Trout	Wold	Biology	California Institute of Technology	1200 E California Blvd M/C 156-29	Pasadena	CA	91125	USA	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX245438	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01924697		ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1087nnn/GSM1087860/suppl/GSM1087860_12519-genes.fpkm_tracking.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX245/SRX245438
GSM1087861	12520-100mers-GM12878_10B_10-TopHat-1.4.1-GENCODE-V13	GSM1087861	Public on Nov 21 2013	Feb 25 2013	Dec 30 2013	SRA	1	GM12878	Homo sapiens	labexpid: 12520	cell line: GM12878	http://genome.ucsc.edu/ENCODE/protocols/cell/human/GM12878_protocol.pdf	polyA RNA	Single GM12878 cells were picked from a culture dish using a micropipet.  They were deposited into cell lysis solution (Clontech SMARTer Ultra Low RNA kit) and frozen at -80C. Amplified cDNA was then prepared following the manufacturer's protocol. The amplified cDNA was fragmented and tagged using the Nextera Illumina Genomic DNA prep kit, according to the manufacturer's protocol. The fragmented cDNA libraries were then sequenced on the Illumina HiSeq 2000 instrument.	9606				Libraries were pooled and sequenced on the Illumina HiSeq or GAIIx. Single-end reads of 100bp length were obtained (excluding the barcode sequence). Sequencing reads were demultiplexed based on barcode sequences and aligned against the male or female hg19 version of the human genome (depending on the sex of the cell line or donor) with TopHat 1.4.1 and the GENCODE V13 annotation using the --GTF option and with de novo junction discovery turned on.   Only the first read was used for the few libraries that were sequenced as paired end.	GPL11154	Diane,E,Trout	Wold	Biology	California Institute of Technology	1200 E California Blvd M/C 156-29	Pasadena	CA	91125	USA	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX245439	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01924698		ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1087nnn/GSM1087861/suppl/GSM1087861_12520-genes.fpkm_tracking.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX245/SRX245439
GSM1087862	12522-100mers-GM12878_183-TopHat-1.4.1-GENCODE-V13	GSM1087862	Public on Nov 21 2013	Feb 25 2013	Dec 30 2013	SRA	1	GM12878	Homo sapiens	labexpid: 12522	cell line: GM12878	http://genome.ucsc.edu/ENCODE/protocols/cell/human/GM12878_protocol.pdf	polyA RNA	Single GM12878 cells were picked from a culture dish using a micropipet.  They were deposited into cell lysis solution (Clontech SMARTer Ultra Low RNA kit) and frozen at -80C. Amplified cDNA was then prepared following the manufacturer's protocol. The amplified cDNA was fragmented and tagged using the Nextera Illumina Genomic DNA prep kit, according to the manufacturer's protocol. The fragmented cDNA libraries were then sequenced on the Illumina HiSeq 2000 instrument.	9606				Libraries were pooled and sequenced on the Illumina HiSeq or GAIIx. Single-end reads of 100bp length were obtained (excluding the barcode sequence). Sequencing reads were demultiplexed based on barcode sequences and aligned against the male or female hg19 version of the human genome (depending on the sex of the cell line or donor) with TopHat 1.4.1 and the GENCODE V13 annotation using the --GTF option and with de novo junction discovery turned on.   Only the first read was used for the few libraries that were sequenced as paired end.	GPL11154	Diane,E,Trout	Wold	Biology	California Institute of Technology	1200 E California Blvd M/C 156-29	Pasadena	CA	91125	USA	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX245440	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01924699		ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1087nnn/GSM1087862/suppl/GSM1087862_12522-genes.fpkm_tracking.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX245/SRX245440
GSM1087863	12523-100mers-GM12878_184-TopHat-1.4.1-GENCODE-V13	GSM1087863	Public on Nov 21 2013	Feb 25 2013	Dec 30 2013	SRA	1	GM12878	Homo sapiens	labexpid: 12523	cell line: GM12878	http://genome.ucsc.edu/ENCODE/protocols/cell/human/GM12878_protocol.pdf	polyA RNA	Single GM12878 cells were picked from a culture dish using a micropipet.  They were deposited into cell lysis solution (Clontech SMARTer Ultra Low RNA kit) and frozen at -80C. Amplified cDNA was then prepared following the manufacturer's protocol. The amplified cDNA was fragmented and tagged using the Nextera Illumina Genomic DNA prep kit, according to the manufacturer's protocol. The fragmented cDNA libraries were then sequenced on the Illumina HiSeq 2000 instrument.	9606				Libraries were pooled and sequenced on the Illumina HiSeq or GAIIx. Single-end reads of 100bp length were obtained (excluding the barcode sequence). Sequencing reads were demultiplexed based on barcode sequences and aligned against the male or female hg19 version of the human genome (depending on the sex of the cell line or donor) with TopHat 1.4.1 and the GENCODE V13 annotation using the --GTF option and with de novo junction discovery turned on.   Only the first read was used for the few libraries that were sequenced as paired end.	GPL11154	Diane,E,Trout	Wold	Biology	California Institute of Technology	1200 E California Blvd M/C 156-29	Pasadena	CA	91125	USA	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX245441	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01924700		ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1087nnn/GSM1087863/suppl/GSM1087863_12523-genes.fpkm_tracking.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX245/SRX245441
GSM1087864	12524-100mers-GM12878_185-TopHat-1.4.1-GENCODE-V13	GSM1087864	Public on Nov 21 2013	Feb 25 2013	Dec 30 2013	SRA	1	GM12878	Homo sapiens	labexpid: 12524	cell line: GM12878	http://genome.ucsc.edu/ENCODE/protocols/cell/human/GM12878_protocol.pdf	polyA RNA	Single GM12878 cells were picked from a culture dish using a micropipet.  They were deposited into cell lysis solution (Clontech SMARTer Ultra Low RNA kit) and frozen at -80C. Amplified cDNA was then prepared following the manufacturer's protocol. The amplified cDNA was fragmented and tagged using the Nextera Illumina Genomic DNA prep kit, according to the manufacturer's protocol. The fragmented cDNA libraries were then sequenced on the Illumina HiSeq 2000 instrument.	9606				Libraries were pooled and sequenced on the Illumina HiSeq or GAIIx. Single-end reads of 100bp length were obtained (excluding the barcode sequence). Sequencing reads were demultiplexed based on barcode sequences and aligned against the male or female hg19 version of the human genome (depending on the sex of the cell line or donor) with TopHat 1.4.1 and the GENCODE V13 annotation using the --GTF option and with de novo junction discovery turned on.   Only the first read was used for the few libraries that were sequenced as paired end.	GPL11154	Diane,E,Trout	Wold	Biology	California Institute of Technology	1200 E California Blvd M/C 156-29	Pasadena	CA	91125	USA	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX245442	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01924701		ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1087nnn/GSM1087864/suppl/GSM1087864_12524-genes.fpkm_tracking.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX245/SRX245442
GSM1087865	12534-100mers-GM12878_186-TopHat-1.4.1-GENCODE-V13	GSM1087865	Public on Nov 21 2013	Feb 25 2013	Dec 30 2013	SRA	1	GM12878	Homo sapiens	labexpid: 12534	cell line: GM12878	http://genome.ucsc.edu/ENCODE/protocols/cell/human/GM12878_protocol.pdf	polyA RNA	Single GM12878 cells were picked from a culture dish using a micropipet.  They were deposited into cell lysis solution (Clontech SMARTer Ultra Low RNA kit) and frozen at -80C. Amplified cDNA was then prepared following the manufacturer's protocol. The amplified cDNA was fragmented and tagged using the Nextera Illumina Genomic DNA prep kit, according to the manufacturer's protocol. The fragmented cDNA libraries were then sequenced on the Illumina HiSeq 2000 instrument.	9606				Libraries were pooled and sequenced on the Illumina HiSeq or GAIIx. Single-end reads of 100bp length were obtained (excluding the barcode sequence). Sequencing reads were demultiplexed based on barcode sequences and aligned against the male or female hg19 version of the human genome (depending on the sex of the cell line or donor) with TopHat 1.4.1 and the GENCODE V13 annotation using the --GTF option and with de novo junction discovery turned on.   Only the first read was used for the few libraries that were sequenced as paired end.	GPL11154	Diane,E,Trout	Wold	Biology	California Institute of Technology	1200 E California Blvd M/C 156-29	Pasadena	CA	91125	USA	0	Illumina HiSeq 2000	cDNA	transcriptomic	RNA-Seq	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX245443	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN01924702		ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1087nnn/GSM1087865/suppl/GSM1087865_12534-genes.fpkm_tracking.gz	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX245/SRX245443
